,,,,,"Normalized abundance",,,"Raw abundance",,
"AT1G17840.1","1","1","91.85","| Symbols: WBC11, ABCG11, DSO, COF1, ATWBC11 | white-brown complex homolog protein 11 | chr1:6142870-6145894 FORWARD LENGTH=703","133423.175304002","76875.7095395145","72.849098146814","269746.952802508","76875.7095395145","287.570625506072"
"AT1G18190.1","1","1","22.53","| Symbols: GC2 | golgin candidate 2 | chr1:6257963-6261325 REVERSE LENGTH=668","241783.171874114","3059.14004303043","11942.3755054856","488822.677944551","3059.14004303043","47142.3323212558"
"AT1G18670.1","1","1","81.56","| Symbols: IBS1 | Protein kinase superfamily protein | chr1:6427242-6430696 REVERSE LENGTH=709","108026.911237961","266213.486945398","1347.14620900744","218402.313246649","266213.486945398","5317.83766480774"
"AT1G18950.1","5","5","234.29","| Symbols:  | DDT domain superfamily | chr1:6546539-6551549 FORWARD LENGTH=750","2432015.64617764","8649309.85324971","2526241.72519746","4916902.99102607","8649309.85324971","9972297.9635314"
"AT1G19350.3","4","4","94.51","| Symbols: BES1, BZR2 | Brassinosteroid signalling positive regulator (BZR1) family protein | chr1:6688680-6690165 FORWARD LENGTH=357","632678.696919751","2327734.81768218","40465.4376749613","1279111.74507961","2327734.81768218","159736.654530905"
"AT1G19835.1","3","3","71.69","| Symbols:  | Plant protein of unknown function (DUF869) | chr1:6856212-6859513 REVERSE LENGTH=982","2125689.80129861","1038018.18743472","7762.89745455419","4297591.81789217","1038018.18743472","30643.9109547614"
"AT1G19870.1","17","15","745.36","| Symbols: iqd32 | IQ-domain 32 | chr1:6895400-6898539 REVERSE LENGTH=794","4851383.73466156","5753539.95936246","7848043.27895387","9808235.91043227","5753539.95936246","30980022.7063784"
"AT1G19880.1","2","2","139.87","| Symbols:  | Regulator of chromosome condensation (RCC1) family protein | chr1:6900648-6903818 REVERSE LENGTH=538","0","0","1141267.78587071","0","0","4505135.95091256"
"AT1G19990.1","4","4","403.77","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: cultured cell; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:","2785080.25530355","10973761.8002025","2669353.25460018","5630707.78721029","10973761.8002025","10537228.3892249"
"AT1G20110.1","6","6","476.49","| Symbols:  | RING/FYVE/PHD zinc finger superfamily protein | chr1:6971554-6974578 FORWARD LENGTH=601","28230289.6928873","9870320.74190459","200118.043491158","57074302.1520642","9870320.74190459","789962.709295674"
"AT1G20200.1","14","14","978.42","| Symbols: EMB2719, HAP15 | PAM domain (PCI/PINT associated module) protein | chr1:7001409-7004154 REVERSE LENGTH=488","4969304.31052351","10015844.5914739","409657.039113914","10046640.639888","10015844.5914739","1617114.47331219"
"AT1G20340.1","1","1","58.77","| Symbols: DRT112, PETE2 | Cupredoxin superfamily protein | chr1:7042770-7043273 REVERSE LENGTH=167","1002982.22341959","2568600.47580752","10566.8372360244","2027769.14779666","2568600.47580752","41712.4174613723"
"AT1G20670.1","4","3","244.81","| Symbols:  | DNA-binding bromodomain-containing protein | chr1:7164537-7167933 REVERSE LENGTH=652","369860.480147161","87841.6264554178","1531494.71459211","747761.678242543","87841.6264554178","6045550.38069139"
"AT1G20696.1","2","2","58","| Symbols: HMGB3, NFD3, NFD03 | high mobility group B3 | chr1:7179825-7181174 FORWARD LENGTH=141","1472459.86659838","494718.561159937","86825.5132515415","2976930.81605883","494718.561159937","342742.295934977"
"AT1G20760.1","22","21","960.43","| Symbols:  | Calcium-binding EF hand family protein | chr1:7209515-7214773 FORWARD LENGTH=1019","6422531.56631988","8221911.45096416","1301253.96352127","12984688.1199263","8221911.45096416","5136678.77504716"
"AT1G20840.1","2","2","60.47","| Symbols: TMT1 | tonoplast monosaccharide transporter1 | chr1:7245107-7247674 REVERSE LENGTH=734","1354.02367344813","0","261794.59966429","2737.48364257477","0","1033429.90777799"
"AT1G20920.1;AT1G20920.2","8","5","419.75","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:7285342-7288842 FORWARD LENGTH=1166","834615.96583894","2032730.07856471","5716843.58519452","1687376.37245112","2032730.07856471","22567146.7119825"
"AT1G20970.1","4","3","175.93","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAI","2253.26062391383","7590.22541536075","270632.586106509","4555.50683594327","7590.22541536075","1068317.71495826"
"AT1G21010.1","2","1","32.49","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis ","3060705.24836755","1121995.70046897","60896.9992013259","6187949.82425388","1121995.70046897","240389.910064163"
"AT1G21380.1","1","1","41.8","| Symbols:  | Target of Myb protein 1 | chr1:7485806-7488032 REVERSE LENGTH=506","1192198.42653068","25388.9756156366","2810.18438605281","2410315.08926284","25388.9756156366","11093.1569812432"
"AT1G21580.1","2","2","51.85","| Symbols:  | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr1:7557822-7565655 REVERSE LENGTH=2166","20280.6672026747","15895.7825691233","62814.5160017651","41002.2334295263","15895.7825691233","247959.276326041"
"AT1G21630.1","11","11","667.83","| Symbols:  | Calcium-binding EF hand family protein | chr1:7581457-7587796 FORWARD LENGTH=1218","6804114.80793471","5972251.46810148","586441.732320087","13756150.1723889","5972251.46810148","2314969.16332831"
"AT1G22060.1","2","2","106.25","| Symbols:  | LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: FBD, F-box and Leucine Rich Repeat domains containing protein (TAIR:AT1G22000.1); Has 84739 Blast h","372099.127501793","380490.904963598","26029.8114826527","752287.640849381","380490.904963598","102752.255831446"
"AT1G22100.1","2","1","53.69","| Symbols:  | Inositol-pentakisphosphate 2-kinase family protein | chr1:7798023-7800030 REVERSE LENGTH=441","1956498.44630551","269268.120684758","69330.6727360798","3955530.91021305","269268.120684758","273681.698643557"
"AT1G22310.2","1","1","25.95","| Symbols: MBD8, ATMBD8 | methyl-CPG-binding domain 8 | chr1:7881714-7883644 REVERSE LENGTH=524","1835347.33876898","291034.233558302","375.147743464706","3710594.88607656","291034.233558302","1480.88959218029"
"AT1G22620.1","1","1","96.78","| Symbols: ATSAC1 | Phosphoinositide phosphatase family protein | chr1:7997889-8002787 REVERSE LENGTH=912","1242996.8720147","204308.247592968","889.725848397636","2513016.33172089","204308.247592968","3512.1782597362"
"AT1G22780.1","2","2","39.38","| Symbols: PFL, RPS18A, PFL1 | Ribosomal protein S13/S18 family | chr1:8067990-8069163 FORWARD LENGTH=152","0","0","5350.76409801525","0","0","21122.0539134289"
"AT1G22840.1","1","1","43.39","| Symbols: CYTC-1, ATCYTC-A | CYTOCHROME C-1 | chr1:8079384-8080286 FORWARD LENGTH=114","24471.832096943","267923.3442581","0","49475.6785888531","267923.3442581","0"
"AT1G23100.1","3","3","76.54","| Symbols:  | GroES-like family protein | chr1:8195867-8196336 FORWARD LENGTH=97","6062.97064531817","209696.450129189","12469.13585365","12257.749471029","209696.450129189","49221.710195065"
"AT1G23190.1","2","1","168.77","| Symbols: PGM3 | Phosphoglucomutase/phosphomannomutase family protein | chr1:8219946-8224186 FORWARD LENGTH=583","17657728.302077","5219058.53537929","65592.3564311791","35699333.2833463","5219058.53537929","258924.756066542"
"AT1G23280.1","1","1","83.06","| Symbols:  | MAK16 protein-related | chr1:8260865-8262650 REVERSE LENGTH=303","132525.727779775","17920.8840332004","0","267932.547363509","17920.8840332004","0"
"AT1G23380.1","1","1","67.32","| Symbols: KNAT6, KNAT6L, KNAT6S | KNOTTED1-like homeobox gene 6 | chr1:8297499-8302492 REVERSE LENGTH=327","2541.65713606469","5166.97430520767","31543.5634192016","5138.56956229731","5166.97430520767","124517.701576337"
"AT1G23410.1","5","4","218.28","| Symbols:  | Ribosomal protein S27a / Ubiquitin family protein | chr1:8314940-8315410 FORWARD LENGTH=156","411274.740445463","2681983.62653859","24979.6342479182","831490.53938367","2681983.62653859","98606.6983438819"
"AT1G23860.1;AT1G23860.4","10","10","213.75","| Symbols: SRZ-21, SRZ21, RSZP21, RSZ21, At-RSZ21 | RS-containing zinc finger protein 21 | chr1:8428091-8429164 REVERSE LENGTH=187","38786008.3896983","90158565.3225482","26637874.3180785","78415219.4748423","90158565.3225482","105152573.94627"
"AT1G24267.1","4","4","158.13","| Symbols:  | Protein of unknown function (DUF1664) | chr1:8604451-8607241 REVERSE LENGTH=343","9098409.87573069","3254711.09171581","152485.541524296","18394617.9794823","3254711.09171581","601934.185491241"
"AT1G24290.1","1","1","56.09","| Symbols:  | AAA-type ATPase family protein | chr1:8612650-8614227 REVERSE LENGTH=525","1074575.63663808","78316.5686034865","0","2172512.4055734","78316.5686034865","0"
"AT1G24300.1","6","3","174.74","| Symbols:  | GYF domain-containing protein | chr1:8614515-8620420 REVERSE LENGTH=1495","9054757.93262137","5011828.40014573","754966.47806569","18306365.1057906","5011828.40014573","2980217.84560639"
"AT1G24706.2","3","3","63.47","| Symbols: THO2 | THO2 | chr1:8742210-8755250 FORWARD LENGTH=1823","500335.335906143","92101.628005721","147666.513879462","1011547.89587783","92101.628005721","582911.15254493"
"AT1G24764.1","2","2","50.77","| Symbols: ATMAP70-2, MAP70-2 | microtubule-associated proteins 70-2 | chr1:8760001-8763256 REVERSE LENGTH=634","27945.8904034578","2748.92318725766","84638.6787755463","56499.3207702463","2748.92318725766","334109.80254607"
"AT1G26190.1","1","1","66.72","| Symbols:  | Phosphoribulokinase / Uridine kinase family | chr1:9057285-9060433 REVERSE LENGTH=674","117864.739249315","60477.27835085","3000.66821391219","238291.842349906","60477.27835085","11845.0887816331"
"AT1G26230.1","2","0","61.39","| Symbols:  | TCP-1/cpn60 chaperonin family protein | chr1:9072388-9075272 REVERSE LENGTH=611",,,,"0","0","0"
"AT1G26270.1","1","1","29.93","| Symbols:  | Phosphatidylinositol 3- and 4-kinase family protein | chr1:9089822-9091714 REVERSE LENGTH=630","1061390.88647628","290218.827548705","92563.793774532","2145856.27052411","290218.827548705","365394.064608902"
"AT1G26630.1","4","3","193.68","| Symbols: FBR12, ATELF5A-2, ELF5A-2 | Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein | chr1:9205968-9207098 FORWARD LENGTH=159","17024255.1368023","11155763.603081","6606208.54919804","34418615.3299197","11155763.603081","26077900.3864652"
"AT1G26840.1","2","1","52.27","| Symbols: ORC6, ATORC6 | origin recognition complex protein 6 | chr1:9298822-9300603 FORWARD LENGTH=284","0","0","67298.3845451899","0","0","265659.274191781"
"AT1G26880.1","1","1","18.22","| Symbols:  | Ribosomal protein L34e superfamily protein | chr1:9315640-9316681 REVERSE LENGTH=120","26252.9786941213","358828.278089743","0","53076.6936747908","358828.278089743","0"
"AT1G27090.1","1","1","36.98","| Symbols:  | glycine-rich protein | chr1:9404041-9406098 REVERSE LENGTH=420","497760.567782857","6194.49561566207","3634.5942227173","1006342.3845126","6194.49561566207","14347.5013510964"
"AT1G27100.1","1","1","28.79","| Symbols:  | Actin cross-linking protein | chr1:9407557-9411074 REVERSE LENGTH=519","254154.908325893","283181.057834529","0","513835.110763209","283181.057834529","0"
"AT1G27400.1","4","3","96.21","| Symbols:  | Ribosomal protein L22p/L17e family protein | chr1:9515230-9516725 FORWARD LENGTH=176","1531.28305327788","213.276616691384","4838.71058166175","3095.85599772066","213.276616691384","19100.7310180706"
"AT1G27430.1","5","2","202.75","| Symbols:  | GYF domain-containing protein | chr1:9521045-9526928 REVERSE LENGTH=1492","195550.855421375","40347.1334691475","11753.3296119886","395352.96059063","40347.1334691475","46396.0767432839"
"AT1G27500.1","1","1","45.03","| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:9551629-9553654 REVERSE LENGTH=650","82165.7743177142","661617.804292134","16050.0514318479","166117.821707975","661617.804292134","63357.3159733478"
"AT1G27600.1","1","1","33.96","| Symbols: IRX9-L, I9H | Nucleotide-diphospho-sugar transferases superfamily protein | chr1:9604083-9605881 REVERSE LENGTH=394","56187.3167636829","9432.14297485418","218069.530583634","113596.138366662","9432.14297485418","860825.911494055"
"AT1G27750.1","2","1","61.79","| Symbols:  | nucleic acid binding | chr1:9657425-9661750 FORWARD LENGTH=1075","7098047.38131544","11049326.678425","1575307.69882635","14350405.374442","11049326.678425","6218501.42060866"
"AT1G28280.1","1","1","79.9","| Symbols:  | VQ motif-containing protein | chr1:9886652-9887395 REVERSE LENGTH=247","1259226.04288491","1133595.76017813","83069.1043845244","2545827.49349076","1133595.76017813","327913.933264411"
"AT1G28330.1","1","1","57.98","| Symbols: DRM1, DYL1 | dormancy-associated protein-like 1 | chr1:9934252-9935216 REVERSE LENGTH=122","105938.927368115","6874.00329588013","0","214180.953013626","6874.00329588013","0"
"AT1G29220.1","8","6","200.1","| Symbols:  | transcriptional regulator family protein | chr1:10210678-10212571 REVERSE LENGTH=351","8205275.27082558","9183546.88615621","53598.2377596349","16588932.1414208","9183546.88615621","211578.168442095"
"AT1G29400.1","2","2","81.23","| Symbols: AML5, ML5 | MEI2-like protein 5 | chr1:10290393-10293696 REVERSE LENGTH=800","1022347.37833624","1781483.21710148","84155.9092916959","2066920.45353804","1781483.21710148","332204.077890889"
"AT1G30450.1","2","2","73.05","| Symbols: CCC1, ATCCC1, HAP5 | cation-chloride co-transporter 1 | chr1:10762905-10769061 FORWARD LENGTH=975","1427180.15290219","467322.033044869","48713.1399166704","2885387.01367601","467322.033044869","192294.324467411"
"AT1G30460.1","3","2","133.78","| Symbols: CPSF30, ATCPSF30 | cleavage and polyadenylation specificity factor 30 | chr1:10771469-10775323 REVERSE LENGTH=631","231981.316149863","463912.549797344","3704977.13432809","469005.875448268","463912.549797344","14625336.7455177"
"AT1G30470.1","2","2","34.42","| Symbols:  | SIT4 phosphatase-associated family protein | chr1:10779423-10786415 FORWARD LENGTH=811","324203.939253007","4566.68858986876","475063.710271159","655456.029290327","4566.68858986876","1875306.23979162"
"AT1G30480.1","2","2","103.96","| Symbols: DRT111 | D111/G-patch domain-containing protein | chr1:10790315-10792423 FORWARD LENGTH=387","1329663.36740477","5759982.91801106","45676.1568210745","2688233.44065476","5759982.91801106","180305.883283255"
"AT1G30960.1","2","2","141.92","| Symbols:  | GTP-binding family protein | chr1:11037755-11039977 REVERSE LENGTH=437","0","13294.7587601849","8507496.77839891","0","13294.7587601849","33583204.628348"
"AT1G31335.1","3","3","146.98","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; Has 34 Blast hits to 34 proteins in","189876.624959176","810028.0709638","279465.040467316","383881.142646035","810028.0709638","1103183.68433749"
"AT1G31460.1","4","4","138.75","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein m","2727800.13476415","2480460.54730267","59425.4254799187","5514902.28388256","2480460.54730267","234580.896825722"
"AT1G31730.1","4","3","101.01","| Symbols:  | Adaptin family protein | chr1:11359907-11363916 FORWARD LENGTH=938","202305.192300558","18480.7649065415","96485.2464325756","409008.472739926","18480.7649065415","380873.934949827"
"AT1G31810.1","1","1","68.31","| Symbols: AFH14 | Formin Homology 14 | chr1:11399922-11405761 REVERSE LENGTH=1230","0","0","21099.8699029207","0","0","83291.3919380485"
"AT1G31870.1","29","28","1092.64","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protei","6056258.67530393","18970415.8887124","46790766.2504765","12244179.6136596","18970415.8887124","184705785.807266"
"AT1G32130.1","4","3","150.38","| Symbols: IWS1, ATIWS1 | Transcription elongation factor (TFIIS) family protein | chr1:11559146-11561786 REVERSE LENGTH=502","701751.903666236","419210.496559474","124017.473417853","1418759.80095678","419210.496559474","489556.95144751"
